_id,name,author,about,interests,country,languages
5877bf2f17334f313edb6144,Audrey and Nelson,"[{'_id': '5877b54717334f313edb497e', 'name': 'Bret Fetzer'}]","Audrey & Nelson starts with two hapless twentysomethings waking up in bed together with only the vaguest memories of how they got there. But Audrey and Nelson decide to explore the possibilities! What follows is a rueful comic musical about sex, traffic lights, bad language, singing penises, and broken hearts. All characters, including their talking genitalia, are portrayed by puppets. Book and lyrics by Bret Fetzer (writer of Planet Janet, Passport, and Blind Spot [co-written with Juliet Waller Pruzan]), music by Peter Richards (of the local band Dude York). Directed by Bret Fetzer.",,,
5877bf3217334f313edb614c,1001,"[{'_id': '5877b29217334f313edb42a3', 'name': 'Jason Grote'}]",,,,
5877c1fa17334f313edb6893,Omigawd,"[{'_id': '5877b5a117334f313edb4a62', 'name': 'Olivia Spenard'}]",Part of the Young Writers Showcase,,,
5877c1fb17334f313edb6895,Blue Skies,"[{'_id': '5877b5a217334f313edb4a64', 'name': 'Francesco Bruno'}]",Part of the Young Writers Showcase,,,
5877c1fa17334f313edb6894,Sunny Side  Up,"[{'_id': '5877b5a217334f313edb4a63', 'name': 'Austin Hammond'}]",Part of the Young Writers Showcase,,,
5877bfa017334f313edb626d,EMILY VS. THE EMERALD ASH BEETLE BORER,"[{'_id': '5877b42617334f313edb46a4', 'name': 'Mark Young'}]",,,,
5877beca17334f313edb6040,Wine and Spirits,"[{'_id': '5877b39317334f313edb452e', 'name': 'Michael McGovern'}]",,,,
5877bee617334f313edb6086,Thurgood,"[{'_id': '5877b3a517334f313edb455c', 'name': 'George Stevens, Jr.'}]",,,,
ERYEzkDKCnoqjQYAY,Later Life ,"[{'_id': '5877b23917334f313edb41c4', 'name': 'A. R. Gurney'}]",,[],,
5877bfac17334f313edb628b,The Shoe Race,"[{'_id': '5877b42c17334f313edb46b3', 'name': 'Beth Rohach'}]",,,,
fzJ7tnWjxAfbnExRb,Signature Photo,"[{'_id': '3BsLfThDmTzE865qp', 'name': 'Michael Bucklin'}]",,[],,
CAnaTCsPXdBMaeCPa,Dancing At Lughnasa,"[{'_id': '3yGYpMWcLCmpR2JeF', 'name': 'Brian Friel'}]",,[],,
AaEm76w2Av4ttPfcF,Treehouse,"[{'_id': '7Q99Xijb3qnHtW3iA', 'name': 'Joe Musso'}]",,[],,
5877bfbd17334f313edb62b9,Carthage,"[{'_id': '5877b43517334f313edb46c9', 'name': 'Emily Schwend'}]",,,,
5877bfd217334f313edb62ef,Eurydice,"[{'_id': '5877b30a17334f313edb43d3', 'name': 'Sarah Ruhl'}]",,,,
mqSwDgHYDgu8jWxhj,Cinderella,"[{'_id': '5877bc0d17334f313edb597f', 'name': 'African-American Shakespeare Company'}]",The classic fairytale of Cinderella with a twist. Written by African-American Shakespeare Company members. ,"['Contemporary', 'Traditional / Folk', 'Young People / Children / Educational']",['United States'],['English']
5877bf8417334f313edb6223,Just Cause,"[{'_id': '5877b41317334f313edb4673', 'name': 'Zack Russell'}]","What is freedom, and how can I get some? JUST CAUSE is a subversive comedy that follows a group of young revolutionary Brooklynites seeking violent change. Armed with iPhones, handguns, and inherited ideals, these would-be terrorists are determined to find meaning—by any means necessary.

http://www.theflea.org/show_detail.php?page_type=0&page_id=6&show_id=82",,,
5877bf8817334f313edb622b,The Electric Lighthouse,"[{'_id': '5877b41417334f313edb4676', 'name': 'Ed Hime'}]","THE ELECTRIC LIGHTHOUSE is a jet-black comedy about trying to hang onto yourself in a city that wants to re-write you.

http://www.theflea.org/show_detail.php?page_type=0&page_id=6&show_id=112",,,
5877bf8117334f313edb621b,The Vandal,"[{'_id': '5877b41117334f313edb466e', 'name': 'Hamish Linklater'}]","A freezing night in Kingston, New York. A woman meets a boy at a bus stop. A play about how we live and the stories we tell ourselves when we’re haunted by the people we’ve loved and lost.

Starring: Zach Grenier, Deirdre O’Connell, and Noah Robbins

Directed by Jim Simpson

http://www.theflea.org/show_detail.php?page_type=0&page_id=1&show_id=127",,,
5877c2b017334f313edb6a63,Orphan Kiss (Left),"[{'_id': '5877b61317334f313edb4b82', 'name': 'Jeff Glover'}]","What happens to love in a place beyond feelings? What happens to hatred when time replaces it? A glance inside the minds of killers, icons, freaks and liars. There is no solace in the kiss of an orphan.",,,
5877c23817334f313edb692c,Clytemnestriad,"[{'_id': '5877b5c617334f313edb4abe', 'name': 'A. Nora Long'}]","When a photograph is all that remains of a soul, who will tell her story? A modern reinterpretation of Aeschylus' Oresteia and Euripides' Iphigenia plays, this story blends time, memory, and myth to suss out other sides of an ancient tale. How can a family find justice after an unspeakable act and end the cycle of revenge?",,,
5877bfcc17334f313edb62df,MOTHER OF EXILES,"[{'_id': '5877b2af17334f313edb42ec', 'name': 'Elaine Romero'}]",An undercover Latina returns to her hometown on the Arizona Border to teach the next generation about what it is to be free only to find herself and her students held hostage to the politics of fear.,,,
5877c09a17334f313edb64fb,"Fetch Clay, Make Man","[{'_id': '5877b3c617334f313edb45b1', 'name': 'Will Power'}]","*Fetch Clay, Make Man* explores how each handled a life in the public eye as black men in their respective eras Hollywood in the 20s, where a black actor s career depended on playing caricatures, and the mid-60s, after the assassination of Malcolm X.",[],['United States'],['English']
5877c31917334f313edb6b77,El Retorno / I Return,"[{'_id': '5877b65817334f313edb4c31', 'name': 'Marilo Nunez'}]","In 1979, a Chilean family, in political exile in Canada, travel to Eastern Europe with their young children to prepare for The Return Plan, an international effort to topple the Pinochet dictatorship. El Retorno / I Return explores family, exile and revolution, and journeys into the heart of Latin American history.","['New Work', 'Puppetry', 'Refugee', 'Theatre for or by Women', 'Political / Social Engagement']",['Canada'],"['English', 'Spanish']"
5877c01717334f313edb63a4,You're Going to Bleed,"[{'_id': '5877b46917334f313edb474d', 'name': 'Melissa Fall'}]","You're Going to Bleed is about what's fair and unfair and what truly divides the sexes. You're Going to Bleed is a manifesto, an angry fist being shaken at the canon of American dramatic literature. It's also drop-dead funny, outrageously grotesque, phenomenally unexpected, and unsettlingly honest. You're Going to Bleed is a play, acted out live, in a theatre for you to watch.",,,
5877c3ad17334f313edb6cf8,Follow My Light,"[{'_id': 'uHj8FFbkyNMgviufA', 'name': 'Brian Dratch'}, {'_id': 'HtRD5N78RKC6TqMdt', 'name': 'Polly Hilton'}]","Follow My Light is a dark re-imagining of J.M. Barrie's Peter Pan. The Musical follows Peter, an angel, who is responsible for accompanying the souls of children who have died as they make their journey to heaven.",[],,
5877bf3517334f313edb6154,On Clarion,"[{'_id': '5877b3d617334f313edb45d8', 'name': 'Lydia Stryk'}]",,,,
5877bf3617334f313edb6157,The Day of the Picnic,"[{'_id': '5877b2d217334f313edb4345', 'name': 'Russell Davis'}]",,[],,
5877bfc517334f313edb62ce,The Aurora Project,"[{'_id': '5877b43917334f313edb46d4', 'name': 'Bella Poynton'}]",,,,
5877bf3817334f313edb615b,My Name is Asher Lev,"[{'_id': '5877b3ab17334f313edb456b', 'name': 'Aaron Posner'}]",,,,
5877bfc717334f313edb62d2,Torso,"[{'_id': '5877b43a17334f313edb46d8', 'name': 'Keri Healey'}]",,,,
5877bfc917334f313edb62d7,Jinshin Jiko,"[{'_id': '5877b43b17334f313edb46da', 'name': 'Bridgette Dutta Portman'}]",,,,
5877bfdf17334f313edb6311,The Way to Summer,"[{'_id': '5877b44417334f313edb46f0', 'name': 'Nadine Bernard'}]",,,,
5877bfdf17334f313edb6312,Conversation After a Funeral,"[{'_id': '5877b44417334f313edb46f1', 'name': 'Mary Weems'}]",,,,
5877bfdf17334f313edb6313,City of Ember by Jeanne DuPrau,"[{'_id': '5877b44517334f313edb46f2', 'name': 'Merissa Stewart'}]",,,,
5877bfe017334f313edb6314,What We Lost Along the Way,"[{'_id': '5877b44517334f313edb46f3', 'name': 'Corrine Glanville'}]",,,,
5877bfef17334f313edb633b,Sugar,"[{'_id': '5877b44e17334f313edb4709', 'name': 'Robbie McCauley'}]",,,,
5877bff017334f313edb633d,Paris Commune,"[{'_id': '5877b44c17334f313edb4705', 'name': 'The Civilians'}]",,,,
5877c23517334f313edb6923,Mad Gravity,"[{'_id': '5877b3f417334f313edb4625', 'name': 'William Missouri Downs'}]",,,,
5877c2a517334f313edb6a47,Music of the Mind,"[{'_id': '5877b4fe17334f313edb48c5', 'name': 'Allie Costa'}]",,,,
5877c2aa17334f313edb6a53,Safe Distance,"[{'_id': '5877b4fe17334f313edb48c5', 'name': 'Allie Costa'}]",,,,
5877c2b117334f313edb6a65,King of the Yees,"[{'_id': '5877b3a817334f313edb4563', 'name': 'Lauren Yee'}]",,,,
5877bf7217334f313edb61f3,Henry Moore is Melting,"[{'_id': '5877b40517334f313edb4650', 'name': 'Jenny Seidelman'}]","In 2005, a 2-ton metal sculpture went missing from the grounds of a museum near London, England. The perpetrators were no art thieves – they were travellers (Irish gypsies) who sold the priceless work for scrap. ""Henry Moore is Melting"" imagines the story behind the true-life heist, examining the consequences for one traveller who values art more highly than the bonds of his community.

The second in a series of plays about travellers, which also includes ""Reckoning"" and ""The Traveller of Tenby"".",,,
5877c30717334f313edb6b46,En Cada Movimiento,"[{'_id': '5877b64817334f313edb4c09', 'name': 'José Manuel Aguilera y Federico Fong'}]",,,,
5877bf7517334f313edb61fc,The Yankee Peddler: Stories and Songs from Old New England,"[{'_id': 'CaJrFEDWJn2FPdrck', 'name': 'Brad Shur'}, {'_id': 'Ff7NMj6zHjxQho3n3', 'name': 'Chris Monti'}]",,[],,
5877bfc017334f313edb62c0,Last Night and the Night Before (Formerly Sam),"[{'_id': '5877b43517334f313edb46cb', 'name': 'Donnetta Lavinia Grays'}]","""10-year old Sam takes a sudden overnight trip from her home in Georgia to Brooklyn, NY with a drug addicted woman she barely knows - her mother. One unseasonal Christmas dinner later, Sam’s life is turned upside down as she is left to decipher the mysteries of her mother’s sudden disappearance, her father’s cryptic lessons and a new life with her aunt Rachel all while adapting to her newly changing body."" 

At the root of this play is the daughter of a small town that is lost to the current sweeping epidemic of heroin abuse in this country. She is a mother who tries desperately to break a cycle of despair for her own daughter. Last Night and The Night Before (formerly SAM) is a drama infused with laughter, lightness, poetry and hope. It speaks to so many small towns across this country that have lost brilliant children due to lack of industry and economic opportunity within those communities.

Todd McNerney National New Play Award Winner. Eugene O'Neill Center National Playwright Festival Semifinalist.",,,
5877bfcc17334f313edb62e1,Caenis and Poseidon,"[{'_id': '5877b43b17334f313edb46da', 'name': 'Bridgette Dutta Portman'}]",,,,
5877bfcd17334f313edb62e2,"Friar Lazaro, or the King of Terrors","[{'_id': '5877b43b17334f313edb46da', 'name': 'Bridgette Dutta Portman'}]",,,,
5877bfcd17334f313edb62e4,Pere-Lachaise,"[{'_id': '5877b43b17334f313edb46da', 'name': 'Bridgette Dutta Portman'}]",,,,
5877c00c17334f313edb6388,Liverpool Trading  New York,"[{'_id': '5877b46117334f313edb4738', 'name': 'Anita Gonzalez'}]",,,,
5877c32717334f313edb6b9a,Blueprints to Freedom: An Ode to Bayard Rustin,"[{'_id': '5877b66017334f313edb4c47', 'name': 'Michael Benjamin Washington'}]","In the political and racial upheaval of 1963, Bayard Rustin– the brilliant proponent of non-violent civil resistance–is pushed to orchestrate an unprecedented march on Washington D.C. for jobs and freedom. Exiled from the Civil Rights movement by both internal and external forces, Rustin grapples with his last chance for professional restoration and spiritual redemption as he masterminds “a tribute to the ancestors.“",,,
5877c32917334f313edb6b9f,Broke-ology,"[{'_id': '5877b55017334f313edb4996', 'name': 'Nathan Louis Jackson'}]",,,,
5877c01417334f313edb639d,The Killing Jar,"[{'_id': '5877b2f517334f313edb439d', 'name': 'Jennifer Lynne Roberts'}]",,,,
5877c32c17334f313edb6ba7,Filter Theatre's TWELFTH NIGHT,"[{'_id': '5877b59317334f313edb4a3e', 'name': 'William Shakespeare'}, {'_id': '5877bc4117334f313edb59f6', 'name': 'Filter Theatre'}]",,"['Classical', 'Devised / Ensemble']",['United Kingdom'],['English']
5877c02917334f313edb63d3,BEHOLD,"[{'_id': '5877b47617334f313edb476e', 'name': 'Tom Cavanaugh'}]",,,,
5877c36c17334f313edb6c4e,Elvis is Dead,"[{'_id': '5877b68d17334f313edb4cb8', 'name': 'James Hutchison'}]",,,,
5877c3b117334f313edb6d02,Exposed,"[{'_id': '5877b6af17334f313edb4d0f', 'name': 'Robert Brustein '}]",,,,
5877c3b817334f313edb6d14,BOOKSMART,"[{'_id': '5877b78317334f313edb4f08', 'name': 'Plan-B Theatre Company'}]","A dark comedy about working retail during the holidays, underemployment, income inequality, job insecurity and crushing debt. Oh, and the true meaning of Christmas.

The holiday rush has hit the bookstore. Casey (Tyson Baker) has had it up to here with his job, as well as rude customers, and makes a momentous decision. Will his equally harried co-workers (Anne Louise Brings, Joe Crnich, April Fossen, Sarah Danielle Young) join him in his protest or will they talk him back onto the sales floor? Directed by Jerry Rapier.

http://planbtheatre.org/booksmart",[],,
5877c09417334f313edb64ed,Heartless,"[{'_id': '5877b4bb17334f313edb481b', 'name': 'Sam Shepard'}]",,,,
5877c04b17334f313edb642c,Soldier's Heart,"[{'_id': '5877b39a17334f313edb4541', 'name': 'Tammy Ryan'}]",,,,
5877c12217334f313edb665e,Your Problem With Men,"[{'_id': '5877b51517334f313edb4901', 'name': 'Emilio Williams'}]","YOUR PROBLEM WITH MEN by Emilio Williams pairs hilarious absurdism with Teatro Luna’s fearless women for a 65 minute madcap comedy. Asun, an American Latina in an Abercrombie world, breaks off her wedding engagement because the question wasn’t popped the way she always dreamed – only to be slapped with the dark truth of her loneliness and regret. An emotional rollercoaster that electrifies and torments, Your Problem With Men dissects the contemporary woman’s expectations in a culture clinging to last century’s visions of love and marriage.",,,
5877c06417334f313edb646e,Jesus Hopped the A Train,"[{'_id': '5877b49917334f313edb47c5', 'name': 'Stephen Adly Guirgis'}]",,,,
5877c12b17334f313edb6676,Kid Turboni Brings the Rain,"[{'_id': '5877b51b17334f313edb490f', 'name': 'Mark J. Costello'}]",,,,
5877c13417334f313edb668e,LYLAS,"[{'_id': '5877b2dd17334f313edb4360', 'name': 'Jackie Sibblies Drury'}]",LYLAS (formerly known as The Theory of Rational Choice) is a YouTube period piece about like ... being a girl sometimes.,,,
5877c09117334f313edb64e5,Blasted,"[{'_id': '5877b4b917334f313edb4816', 'name': 'Sarah Kane'}]",,,,
5877c15417334f313edb66e2,Birth Witches,"[{'_id': '5877b2e917334f313edb437f', 'name': 'Jennifer Fawcett'}]",,,,
5877c09517334f313edb64ee,H2O,"[{'_id': '5877b4bb17334f313edb481c', 'name': 'Jane Martin'}]",,,,
5877c09817334f313edb64f7,Fallbeil,"[{'_id': '5877b23617334f313edb41bc', 'name': 'Liz Maestri'}]",,,,
5877c15e17334f313edb66fc,Ten Questions to Ask Your Biology Teacher About Evolution,"[{'_id': '5877b27517334f313edb425b', 'name': 'Stephen Massicotte'}]",,,,
5877c0a917334f313edb6524,Harry & the Thief,"[{'_id': '5877b4cc17334f313edb4846', 'name': 'Sigrid Gilmer'}]",,,,
5877c15f17334f313edb66ff,Hadron Collision Therapy,"[{'_id': '5877b53c17334f313edb4963', 'name': 'Stefan Lanfer'}]",,,,
5877c0aa17334f313edb6526,A Cautionary Tail,"[{'_id': '5877b53817334f313edb495a', 'name': 'Christopher O Pena'}]",,,,
5877c16117334f313edb6701,Miranda,"[{'_id': '5877b36217334f313edb44b2', 'name': 'James Still'}]",,['New Work'],,
5877c1f217334f313edb687f,Tinker to Evers to Chance,"[{'_id': '5877b30017334f313edb43bb', 'name': 'Mat Smart'}]","Baseball fans know all about commitment and hope. But in life outside the ballpark, that dedication can be harder to hold on to. Lauren is thinking only about the monumentally important playoff game she and her mother are about to attend, but her mother has her own agenda. In this touching play, set against the dual backdrops of the 2003 and 1906 Chicago Cub teams, three die-hard fans and one die-hard player reveal the redeeming power of baseball.

http://www.mrt.org/show/tinker-evers-chance",,,
5877c20b17334f313edb68bf,Cuéntame Coyote,"[{'_id': '5877b5ae17334f313edb4a83', 'name': 'Dañel Malán'}]",,,,
5877c19817334f313edb6791,Kiss & Cry,"[{'_id': 'FXD6bcYaMsCFqD2Zq', 'name': 'Michèle Anne De Mey'}, {'_id': 'xiEFEEuDKix7Sy6Ln', 'name': 'Jaco Van Dormael'}]",,[],,
5877c19e17334f313edb67a1,Cake Top Follies,"[{'_id': '5877b50017334f313edb48ca', 'name': 'John Twomey'}]",Two bitter bridesmaids are entrusted to save their sister’s wedding cake top.,,,
5877c26717334f313edb69a6,Neva,"[{'_id': '5877b5e417334f313edb4b0c', 'name': 'Guillermo Calderón'}]",,,,
5877c1a117334f313edb67aa,Family Happiness,"[{'_id': '5877b56717334f313edb49cf', 'name': 'Theatre-Atelier Piotr Fomenko'}]",,,,
5877c1a217334f313edb67ac,Vision Disturbance,"[{'_id': '5877b56817334f313edb49d1', 'name': 'New York City Players'}]",,,,
5877c1a317334f313edb67ad,Birth Breath Bride Elizabeth,"[{'_id': '5877b56817334f313edb49d2', 'name': 'Sleeping Weazel'}]",,,,
5877c1b617334f313edb67df,Evil Dead: The Musical,"[{'_id': '5877b57517334f313edb49f2', 'name': 'George Reinblatt, Frank Cipolla, Christopher Bond, Melissa Morris, Rob Daleman'}]",,,,
5877c2bf17334f313edb6a8b,CHRISTMAS WITH MISFITS,"[{'_id': '5877b61a17334f313edb4b95', 'name': 'Julie Jensen'}]","Plan-B Theatre presents the world premiere of CHRISTMAS WITH MISFITS by Julie Jensen - a quartet of short comic plays about what is wrong - and could be right! - with Christmas. A seven-year-old girl arranges a play date with a Macy's elf; an adolescent boy and an adolescent girl, both gay and both geeks, give each other sex for Christmas;  THE BABY JESUS COLLECTION features 1,129 baby Jesuses. And CHRISTMAS IN MEADOWS MANOR. new friends spend their last Christmas together in an old folks home. We'll help you don your gay apparel December 11-21. Details at planbtheatre.org.",,,
5877c1d017334f313edb6826,Edges,"[{'_id': 'mHjvP2npv6DbnC3BS', 'name': 'Benj Pasek'}, {'_id': 'znQMzz6NWK8X99Y27', 'name': 'Justin Paul'}]",,['Musical Theatre'],['United States'],
5877c21517334f313edb68d9,Followed by a Sometime Cowboy,"[{'_id': '5877b34717334f313edb446e', 'name': 'Danielle Mohlman'}]",,,,
5877c21517334f313edb68da,John. John. John.,"[{'_id': '5877b34717334f313edb446e', 'name': 'Danielle Mohlman'}]",,,,
5877c2d617334f313edb6ac7,I'm Gonna Pray for You So Hard,"[{'_id': '5877b62817334f313edb4bb9', 'name': 'Halley Feiffer'}]",,,,
5877c22617334f313edb6904,Fingersmith,"[{'_id': '5877b5bf17334f313edb4aad', 'name': 'Alexa Junge'}]",,,,
5877c2e117334f313edb6ae3,HOW TO END POVERTY IN 90 MINUTES (with 99 people you may or may not know),"[{'_id': '5877b63217334f313edb4bcf', 'name': 'Michael Rohd'}]",,[],,
Memx2fD4ggpqr5GHJ,No está loco quien pelea,"[{'_id': '69iTEJTNvXgatM8rK', 'name': 'El brote'}]",,[],['Argentina'],['Spanish']
5877bfcf17334f313edb62e9,In The End,"[{'_id': '5877b43c17334f313edb46db', 'name': 'Ross Peter Nelson'}]","One-act. Against a surreal landscape, a carnivorous chair awaits new prey",,,
47XymGm9WM3BDJfpo,La hija de mi papa,"[{'_id': 'wFKxcPnARMhx2Go2F', 'name': 'Teatro la parentela'}]",,[],['Chile'],['Spanish']
5877bfbf17334f313edb62be,Terrible People,"[{'_id': '5877b43517334f313edb46ca', 'name': 'Rachel Bublitz'}]","Doris has returned to her estranged daughter, Lisa, in order to start training her grand-daughter, Nicole, in the cut throat family trade.",,,
5877c1a217334f313edb67ab,The Servant of Two Masters,"[{'_id': '5877b56717334f313edb49d0', 'name': 'Yale Repertory Theatre'}]",,,,
Mzf8iERgDKTPc8xB2,Bold Girls,"[{'_id': 'koibdbFCecKLAMiLu', 'name': 'Rona Munro'}]",,['Theatre for or by Women'],['Ireland'],['English']
6hvr3J3hnLaFXnkFY,Honk!,"[{'_id': 'Ebcrw2ZY89pwRLRjY', 'name': 'George Stiles'}, {'_id': '7uQzC2tML529giAwb', 'name': 'Anthony Drewe'}]",,['Musical Theatre'],['United Kingdom'],
Xey8gmuZKHawa8Pik,Esperar para cerrar los ojos,"[{'_id': 'XpaP8tBigPWtkweqk', 'name': 'José Sanchis Sinisterra'}]",,['Performance Art'],['Spain'],['Spanish']
5877c2e517334f313edb6aed,The Roar of the Crowd,"[{'_id': '5877b38c17334f313edb451d', 'name': 'Matt Henderson'}]",,,,
5877c2fa17334f313edb6b24,No Late Seating,"[{'_id': '5877b63e17334f313edb4bf0', 'name': 'Emma Wagner'}]",,,,
5877c33017334f313edb6bb2,Hershey Felder as Irving Berlin,"[{'_id': '5877b56217334f313edb49c2', 'name': 'Hershey Felder'}]",,,,
5877c24a17334f313edb695a,THREE GRACES a Greek/Ottoman tavern opera,"[{'_id': '5877b34617334f313edb446d', 'name': 'Ruth Margraff/CAFE ANTARSIA'}]",,,,
CGNLFNQNNsNToKHwB,Sarafina,"[{'_id': 'CG3E5DFj4AazSK6EX', 'name': 'Mbongeni Ngema'}]",,[],,
5877c25e17334f313edb698f,A Merry Jewish Christmas,"[{'_id': '5877b31d17334f313edb4404', 'name': 'Josh Levine'}]",,,,
5877c28117334f313edb69e8,Celibacy,"[{'_id': '5877b5f317334f313edb4b31', 'name': 'John Carosella'}]",,,,
5877c2a817334f313edb6a4e,Sweep,"[{'_id': '5877b60d17334f313edb4b74', 'name': 'Georgina Escobar'}]",A strange imagining about reincarnation and third dimensional printing in a fourth dimensional world.,,,
